image concentration x1 y1 x2 y2 x3 y3 x4 y4 rotation
IMG_0957 0 1874.686237 2607.855281 1860.283300 2314.713144 2183.925775 2302.004670 2189.856396 2598.535733 90.000000
IMG_0957 1 1860.283300 2246.934615 1849.269289 1956.334173 2166.981143 1937.695077 2178.842385 2241.851225 90.000000
IMG_0957 2 1848.422057 1892.791802 1835.713583 1597.107970 2150.036511 1587.788422 2163.592216 1875.847170 90.000000
IMG_0957 3 1836.560815 1536.107294 1823.852341 1249.743010 2133.939110 1237.034535 2150.883742 1524.246051 90.000000
IMG_0957 4 1823.005109 1190.436797 1809.449403 901.530818 2125.466794 884.586185 2136.480805 1176.881091 90.000000
IMG_0957 5 1801.824319 834.599520 1789.115845 546.540773 2106.827699 523.665519 2122.925099 819.349351 90.000000
IMG_0957 6 1787.421381 481.303939 1773.865676 204.259202 2089.035835 192.397960 2108.522162 463.512075 90.000000
IMG_0958 0 1877.220847 2605.320672 1862.817909 2312.178534 2186.460385 2299.470060 2192.391006 2596.001124 90.000000
IMG_0958 1 1863.662779 2246.934615 1852.648768 1956.334173 2170.360622 1937.695077 2182.221865 2241.851225 90.000000
IMG_0958 2 1850.111797 1891.946932 1837.403323 1596.263100 2151.726250 1586.943552 2165.281956 1875.002300 90.000000
IMG_0958 3 1836.560815 1533.572684 1823.852341 1247.208400 2133.939110 1234.499926 2150.883742 1521.711442 90.000000
IMG_0958 4 1822.160239 1187.902187 1808.604534 898.996208 2124.621924 882.051576 2135.635935 1174.346482 90.000000
IMG_0958 5 1803.514058 832.064911 1790.805584 544.006163 2108.517438 521.130910 2124.614839 816.814742 90.000000
IMG_0958 6 1787.421381 477.924460 1773.865676 200.879723 2089.035835 189.018480 2108.522162 460.132596 90.000000
IMG_0959 0 1878.909133 2603.632385 1864.506196 2310.490248 2188.148671 2297.781774 2194.079292 2594.312837 90.000000
IMG_0959 1 1867.039352 2245.246329 1856.025341 1954.645886 2173.482634 1939.074873 2186.988925 2231.992565 90.000000
IMG_0959 2 1851.864072 1886.737994 1841.624039 1593.730670 2156.599770 1582.846440 2171.794347 1874.075846 90.000000
IMG_0959 3 1837.513638 1529.665418 1828.917200 1248.052543 2139.716905 1238.436012 2151.534910 1519.535699 90.000000
IMG_0959 4 1824.007346 1185.254990 1811.136963 896.463779 2127.898901 882.207579 2139.716905 1171.748698 90.000000
IMG_0959 5 1807.734775 829.532481 1795.026300 541.473734 2111.016036 518.381857 2127.054757 816.364409 90.000000
IMG_0959 6 1790.241618 471.109837 1778.086392 197.503150 2092.444886 187.477720 2110.171893 456.759403 90.000000
IMG_0960 0 1881.049892 2606.920073 1869.568025 2313.864801 2193.210500 2301.156326 2199.141121 2597.687390 90.000000
